sentence_column_name|tag_column_name
Neste Oil kommer att erbjuda outplacementtjänster till de 111 anställda som ska reduceras.|1
I oktober rapporterade UPM en nettoförlust på 86 miljoner USD 110 miljoner euro för tredje kvartalet jämfört med en nettovinst på 120 miljoner euro 2007.|0
Bolagets koncernmässiga rörelsevinst uppgick till 15,86 miljoner euro, en ökning från 4,14 miljoner euro på årsbasis.|2
Värdet på kontraktet är totalt 12 miljoner USD.|1
Aktieterminer blir negativa före arbetsdata.|0
Målet är en betydande expansion i Finland och i norra Östersjöområdet.|1
Dessutom tillhandahålls en sexårig historisk analys för denna marknad.|1
Den förvärvade verksamhetens huvudsakliga tillgång är en mobil autentiserings- och signeringslösning, märkt som Tectia MobileID, som tillhandahåller autentisering till webbe-post, SSL-VPN, MS SharePoint, Tectia Secure Solutions och andra applikationer och resurser.|1
Sullivan sa att några av styrelserna &quot; verkligen innebär mycket arbete , och att folk borde få betalt för sin tid . &#39;&#39;|1
Clausen vägrade dock att kommentera alternativet att Nordea skulle överväga att köpa in sig i Citadele Bank.|1
Nettoomsättningen uppgick till 93,6 miljoner euro , en ökning från 93,2 miljoner euro under motsvarande period 2005 .|2
Alma Media Corporation PRESSMEDDELANDE 25 mars 2010 TYRV+_+_N SANOMAT-KÖP BEKRÄFTET Tyrv+Æ+Æn Sanomat Oy:s affärsverksamhet kommer att överföras till Suomen Paikallissanomat Oy.|1
Finsk utvecklare och tillverkare av mobiltelefonladdare Salcomp Plc OMX Helsinki : SAL1V sänkte onsdagen den 19 november sin uppskattning av omsättningen för hela året.|0
Företaget sa också att utbyggnaden av det danska 4G-nätet fortsätter och att man räknar med att täcka 75 % av den danska befolkningen 2011.|1
EU-kommissionen sa tidigare att den hade bötfällt ThyssenKrupp, United Technologies Corps Otis, Schindler AG och Kone Oyj på totalt 992,3 miljoner euro för påstådd kartellaktivitet på hissmarknaden som sträckte sig tolv år tillbaka i tiden.|0
Finska Suominen Corporation som tillverkar våtservetter, nonwovens och flexibla förpackningar inleder förhandlingar mellan arbetsgivare och anställda vid sin fabrik i Tammerfors i Finland för att säga upp cirka 25 anställda.|0
`` Vi har skräddarsytt våra lösningar för att möta Solels tekniska krav, och resultatet är både kostnadseffektiv tillverkning och reflektorer av högsta kvalitet. &#39;&#39;|2
Så för närvarande hade Nokian däck kontraktet för däckproduktion i Kina.|1
`` Nokia är bara intresserade av att ta ut Nokia på marknaden. &#39;&#39;|1
Byggnadsarbetet av Helsingfors Musikcentrum startar i höst och den totala kostnaden för projektet beräknas till 140 miljoner euro.|1
ENP Newswire - 22 mars 2011 Utgivningsdatum - 21032011 - Totalt 13 000 Talvivaara Mining Company Plcs nya aktier tecknades under perioden 1 januari 2011 till 28 februari 2011 under bolagets optionsrätter 2007A.|1
Alliansen syftar till att använda mobila datorer, netbooks, surfplattor, mediafoner, anslutna TV-apparater och infotainmentsystem i fordon.|1
Avkastningen på sysselsatt kapital ökade med 4,8 procentenheter till 19,6 %.|2
&quot;Vi har blivit övertygade om att vi kan göra det väldigt snabbt,&quot; sa han till finska affärsreportrar.|1
Nu har Nokia meddelat lanseringen av Cykelladdare Kit som är kompatibelt med alla Nokia-telefoner som har ett 2 mm laddningsgränssnitt.|1
Microsoft investerar 1 miljard USD i Malaysia för att upprätta datacenter|1
Målet är att säkra företagets lönsamhet och konkurrenskraft.|1
Medlemmarna i ledningsgruppen kommer att bidra till omställningsåtgärderna med en tillfällig lönesänkning på 5 %.|2
I enlighet med villkoren för Alma Medias optionsprogram 2006 var aktieteckningskursen för 2006A optionsrätter 4,88 EUR per aktie och det bokförda motvärdet 0,60 EUR per aktie.|1
Banken ser en potential för Getingeaktien att stiga.|2
Dessa åtgärder förväntas ge årliga kostnadsbesparingar på 1,5 miljoner euro från och med 2007 .|2
Marknadsföringen kommer att använda Tikkurilas befintliga infrastruktur och lokala kunskap i Ryssland.|1
Det är dock nödvändigt att stärka företagets verksamhet.|1
Bolaget ska försöka anpassa verksamheten genom tillfälliga permitteringar av olika varaktighet, arbetstidsförläggning, utbildning och utvecklingsinsatser.|1
Förlusten före skatt uppgick till 117 miljoner euro jämfört med en förlust på 65 miljoner euro under motsvarande period.|0
Mercator kommer att använda programvaran för sin logistik-, detalj- och grossistverksamhet i Slovenien och dess andra marknader i sydöstra Europa.|1
Ragutis, som kontrolleras av det finska bryggeriet Olvi, uppnådde en ölförsäljning på 5,7 procent till 22,6 miljoner liter och hade en marknadsandel på 10,75 procent.|2
City24-användare kan söka efter bostäder och fastigheter i alla områden där City24 är verksamt, även utanför det egna landet.|1
Företaget förväntar sig att nettoomsättningen kommer att öka avsevärt från 2009 .|2
Efter undertecknandet är det totala beloppet av Aspos revolverande kreditavtal 50 miljoner euro, vilket ersätter de tidigare gällande avtalen på 80 miljoner euro.|1
Vinsten per aktie sjönk till 0,2 EUR från 0,3 EUR.|0
Domstolens beslut kommer också att främja verklig konkurrens inom tjänster|1
Utrustningen är avsedd för Bollore Africa Logistics terminal Societe d&#39;Exploitation du Terminal de Vridi SETV i Abidjan, Elfenbenskusten och leveransen är planerad att starta i mars 2010.|1
Det är en besvikelse att se planen vikas.|0
Det tyska företaget har också tecknat ett koddelningsavtal med en annan Oneworld-medlem -- American Airlines Inc , en del av USA - baserade AMR Corp ( NYSE : AMR ) .|2
En priskategori är för samtal på den föredragna operatörens nät och en annan för samtal i andra operatörers nät.|1
Stockholm den 3 mars 2011 Om Cybercom Cybercom Group är ett högteknologiskt konsultföretag som erbjuder global sourcing för end-to-end-lösningar.|1
HKScan, med huvudkontor i Åbo, Finland, är en ledande nordeuropeisk livsmedelskoncern med 10 000 anställda i nio länder.|1
Företaget har sitt huvudkontor i denna stad och är nästan 75 år gammalt och fokuserar på vetenskapsbaserad innovation och teknik för miljömätning.|1
Storengy är företaget GDF SUEZ som är dedikerat till underjordisk lagring av naturgas.|1
Anttilas nätvaruhus - NetAnttila - har en etablerad position som den mest kända, mest besökta och mest handlade nätbutiken i Finland.|1
Detta inkluderar en förändring på 39,5 miljoner euro i verkligt värde på förvaltningsfastigheter.|1
Den brasilianska icke-vinstdrivande interbanken Camara Interbancaria de Pagamentos CIP har förvärvat lösningar från den amerikanska leverantören av affärsintegrationslösningar Sterling Commerce, säger det sistnämnda företaget i ett uttalande.|2
Emissionen , med avvikelse från aktieägarnas företrädesrätt och omfattar cirka sex miljoner nya aktier till marknadspris , kommer att erbjudas till teckning av aktieägare , innehavare av kapitalbrev och av professionella kunder .|1
Enligt Tyrv+Æinens uppskattning är Japan en mycket viktig plats när det gäller Finnairs asiatiska strategi.|1
Både rörelseresultatet och nettoomsättningen för tremånadersperioden ökade från 16,0 MEUR respektive 139 MEUR, jämfört med motsvarande kvartal 2006.|2
Seppalas försäljning minskade med 6 procent.|0
Klockan 12.59 var OMX Helsinki 25 - index 0,32 pct lägre på 2 694,81 .|0
Inga ekonomiska detaljer om utplaceringen avslöjades.|1
Förvärvet är en del av Ramirents strategi att stärka sin position på utvalda orter.|2
Atria kommer att lansera en kampanj i september för att marknadsföra CampoMos-varumärket på Moskva-marknaden, sade han.|2
Resultatet före skatt minskade till nästan 14,5 miljoner euro, jämfört med nästan 20 miljoner euro under föregående räkenskapsperiod.|0
Nettoomsättningen har ätits av den svaga amerikanska dollarn.|0
Vinsten per aktie förbättrades till 0,38 EUR från 0,27 EUR.|2
Anledningen till detta är S:t Petersburgs status som huvudstad, citerade en av deltagarna i mötet Chikunov för att säga.|1
Företaget bygger komponenter för mobiltelefoner och andra kommunikationsprodukter.|1
Detaljhandeln sjönk förra månaden. Men butikerna förväntar sig fortfarande ett starkt år|2
Utväxlingen var 43 % jämfört med 67 % 2004 .|1
I Sverige minskade Gallerix ackumulerade försäljning i SEK med 1 % och försäljningen i EUR ökade med 11 %.|1
Ingen finansiell information lämnades.|1
Enligt en preliminär uppskattning kommer teknikparken att mäta cirka 50 000 kvadratmeter.|1
Som ett villkor för affären måste Savcor Alfa ha köpt Photonium och Akseli Lahtinen Inc.:s affärsverksamhet före affären.|1
Elcoteq förväntar sig att dess nettoomsättning för det sista kvartalet 2010 kommer att ligga på samma nivå som det tredje kvartalet.|1
Precedex är godkänt för IV-sedering av initialt intuberade och mekaniskt ventilerade patienter på intensivvård.|2
Den finska textil- och klädkoncernen Marimekko Oyj redovisade en nettovinst på 7,99 miljoner euro 10,4 miljoner dollar för 2006, jämfört med 8,4 miljoner euro 10,9 miljoner euro för 2005.|0
Anpassningsåtgärderna kommer att genomföras i etapper för att säkerställa leveransförmågan.|1
Under 2007 genererade Contempus intäkter på 69,3 NOK (ca.|1
Samtidigt med denna fusionsplan har ytterligare en fusionsplan undertecknats, enligt vilken Suomen Projektivuokraus Oy, ett dotterbolag till VTM-Rakennuskonevuokraamo Oy, skulle slås samman med VTM-Rakennuskonevuokraamo Oy.|1
Vi är mycket stolta över att kunna använda den här typen av innovativa mobiltjänster för att rösta i val.|2
Av dessa aktier innehas 29 659 239 av bolaget eller dess koncernbolag och antalet utestående aktier och rösträtter knutna till aktierna uppgår således till 322 705 218 .|1
Nettoomsättningen för hela räkenskapsåret 2008 blir lägre än 2007 och rörelseresultatet bedöms bli negativt.|0
Högermarginalen kommer att ses separat i detalj med varje kund.|1
Incap Contract Manufacturing kommer att utföra tillverkningen för dessa avtal vid sin fabrik i Tumkur, nära Bangalore.|1
Enligt honom kommer byggarbetet att starta våren 2007 och anläggningen ska tas i drift våren 2008.|1
Glastons egen glasbearbetningsenhet, Tamglass Glass Processing, är en tillverkare av högkvalitativa säkerhetsglasprodukter och verkar i Finland.|1
Minskningarna kommer att genomföras omedelbart, med början i oktober 2009.|1
RFID (Radio Frequency Identification) är en metod för så kallad intelligent transport, där information kan läsas och sparas på distans.|1
Utöver Ryssland söker vi nu ytterligare tillväxt i Ukraina.|2
Det nya namnet på Sanoma-divisionen blir Sanoma News.|1
26 januari 2011 - Finska metallproduktföretaget Componenta Oyj ( HEL : CTH1V ) sa i går att dess nettoförlust minskade till 500 000 EUR under sista kvartalet 2010 från 5 ,3 miljoner EUR för samma period ett år tidigare .|2
Yliopistonrinneprojektets golvyta blir 7 900 kvm och byggnadens bruttoarea blir 12 800 kvm. Totalt är 25,1 % av anläggningarna uthyrda.|1
Data förändrar hur kontor drivs|1
Samtalen till växeln och nummerupplysningstjänsterna har minskat avsevärt eftersom våra medarbetare nu har uppdaterad kontaktinformation från alla sina kollegor och kunder på sin telefon och kan ringa direkt .|1
CapMan Plc Pressmeddelande 31 mars 2008 Jukka Ruuska, VD för OMX Nordic Exchanges och Stockholmsbörsen, kommer att övergå till CapMan senast i september 2008.|1
När denna investering är på plats planerar Atria att expandera till Moskva-marknaden.|1
Det sista kvartalet var det bästa kvartalet 2009 i nettoomsättning och rörelsemarginalen steg till 12,2 %.|2
Andelen estniska och litauiska passagerare på linjen Tallinn-Helsingfors ökade också i juli .|2
Mer än 14 000 kunder lämnades maktlösa.|0
Tallink hävdar att de vattentäta dörrarna till både Vana Tallinn och Regina Baltica, inklusive deras elsystem, är fullt fungerande.|2
Dess 168 experter på kapitalförvaltning förvaltar tillgångar värda över 35 miljarder EUR.|1
Företaget kommer också att stänga en pappersmaskin i Finland och en i Österrike, samt två etikettpappersmaskiner i Finland i upp till 10 månader, sade Helsingforsbaserade UPM i går.|1
Vinsten per aktie var -0,04 -0,06 EUR.|1
Det fyraåriga kontraktet mellan banken och Ski Sport Finland kommer att ge bankens annonser till skidåkare hjälmar och kepsar.|1
Ramirent gjorde en förlust på 18 miljoner kroon på 1,15 miljoner euro förra året; året innan var företaget 7,3 miljoner kronor i svart.|0
Med Aldata kan vi hjälpa återförsäljare att se till att deras varor och urval speglar kundernas efterfrågan och deras föränderliga shoppingbeteende. &#39;&#39;|1
De mest populära mobildatatjänsterna är e-post, surfning på internet samt nyheter och vädertjänster.|1
Kassaflödet efter investeringar uppgick till 45 miljoner euro , en minskning från 46 miljoner euro .|0
Rörelseresultatet, exklusive poster av engångskaraktär, uppgick till 2,2 miljoner euro, en minskning från 2,7 miljoner euro under motsvarande period 2008.|0
Det tioåriga hyresavtalet med rätt till förlängning på befintliga villkor tecknades mellan Stockmann och köpcentrets ägare 1998.|1
I Tjeckien kommer profileringsenheten i Ostrava att stängas och maskinerna kommer att flyttas till Ruukkis större fabriker i Ungern, Polen och Rumänien i slutet av första kvartalet 2009.|1
Koncernens rörelseresultat från kvarvarande verksamheter minskade med 62,3 % till 51,2 miljoner euro från 135,7 miljoner euro 2007 .|0
Bolagets vinst uppgick till 578 100 Ls under första halvåret 2007, en minskning med 30,9 % jämfört med föregående år.|0
15 september 2010 - Den finska elkomponenttillverkaren Salcomp Oyj (HEL: SAL1V) tillkännagav idag lanseringen av sin senaste Twist-laddarplattform.|1
I Asien föll tidigare Japans Nikkei-index 0,62 procent och Hongkongs Hang Seng-index steg 0,56 procent.|1
Företaget förväntar sig fortfarande att dess omsättning under 2010 kommer att öka något från nivån 2009 och tillägger att &quot;marknadens förutsägbarhet fortfarande är för dålig för pålitliga prognoser om marknadsutvecklingen för kontraktstillverkningsverksamheten under innevarande år&quot;.|2
Basware Business Transactions Service gör det möjligt för kunden att ta emot och skicka fakturor i elektroniskt format.|1
Frankrike bötfäller Google med 20 miljoner euro för antitrustmissbruk i reklam.|0
`` Försäljningen av fodersten var också god under början av hösten och orderböckerna är starka till slutet av året.|2
Företaget har posören, som vill imponera på folk med den senaste handenheten.|1
Sony Ericsson och Nokia dominerade listan över bästsäljande telefoner med fem modeller vardera.|2
Stora Enso sa att DeLight var lämplig för ett brett spektrum av applikationer inklusive mat, kosmetika, heminredning och fritidsprodukter.|1
Den finska IT-lösningsleverantören Affecto Oyj sa idag att de har vunnit ett ramkontrakt, värt cirka 2 miljoner euro, för att implementera nästa fas av sin försäkringsapplikation för South African Mutual &amp; Federal Insurance Company Limited M&amp;F.|2
Det verkliga värdet på förvaltningsfastigheterna uppgick till 2 534,9 miljoner euro , en ökning från 2 455,1 miljoner euro 2006 .|2
Tjänsten är avsedd att göra det möjligt för människor i tretton Medelhavsländer att nå Östersjön snabbare, med en enda transportör.|2
Under tredje kvartalet 2010 ökade nettoomsättningen med 5,2 % till 205,5 miljoner euro och rörelseresultatet med 34,9 % till 23,5 miljoner euro.|2
Vinst per aktie EPS 2005 uppgick till en förlust på 1,26 EUR.|1
Under andra kvartalet 2009 utgjorde nettoomsättningen genom operatörsaffärspartners 47 % av koncernens totala nettoomsättning.|1
Detta skulle vara en enorm process.|1
Således kommer koncernens balansräkning att ha cirka 25,8 miljoner euro i goodwill, tillade företaget.|1
Teleste BK Optiflex förstärkarprodukter kommer att användas i den pågående kapacitetsuppgraderingen av KDG:s nätverk till dubbelriktad .|1
Försäljningen av mellanstyrköl minskade med 40 % .|0
Bolagets styrelse kommer att föreslå en dividend på 0,14 euro för 2008 vid årsstämman.|1
Alma Media äger 70 % av detta bolag, resterande aktier ägs av bolagets nyckelpersoner.|1
Kontraktet, som undertecknades i går, löper på fem år och inkluderar en tvåårig förlängningsoption.|1
Shane Lennon, SVP för marknadsföring och produktutveckling på GyPSii, kommenterade affären: ?|1
7 mars 2011 - Finska IT-företaget Digia Oyj HEL: DIG1V tillkännagav idag ett avtal med mobiltelefonstora Nokia Oyj HEL: NOK1V om att förvärva den kommersiella licens- och serviceverksamheten relaterad till Nokias Qt-teknologi.|2
Den finska lyftutrustningstillverkaren Konecranes HEL: KCR1V sa den 29 juli 2009 att de har höjt sin andel i den österrikiska manipulatortillverkaren ACS Konecranes till 80 % och köpt den tyska sektorsaktören Knight Europe.|2
Av Bavellonis och NSTs joint ventures färdigställer Bavelloni Tools halvprodukter som produceras i Italien till högkvalitativa verktyg som kommer att säljas under varumärket DiaPol.|1
Finska metallproduktföretaget Componenta Oyjs nettovinst steg till 26,1 miljoner euro (35,9 miljoner USD) för första kvartalet 2007 från 5,3 miljoner euro (7,3 miljoner USD) för samma period 2006.|2
Företagets fördelar i prissättningen kan ses i de betydligt lägre priserna som erbjuds av de nya obemannade stationerna.|2
Utrustningen kommer att utöka containerhanteringskapaciteten i Namibias huvudhamn Walvis Bay, på västkusten.|2
Den här skönheten är en uppdaterad version av hennes chichi-ögla-nyans som lanserades 2001.|1
Företaget uppskattar att trenden i efterfrågan på sportutrustning kommer att vara stabil under 2006, säger Amers rapport.|2
Vid en presskonferens förklarade Lattelecoms styrelseordförande Nils Melngailis att Blackstone hade valts för sin erfarenhet inom IT-sektorn samt sin finansiella styrka.|2
Arbetslösheten i Australien sjunker till 5,8 % när återhämtningen förstärks|2
De sista arbetsförlusterna i samband med dessa minskningar kommer att ske under 2010 .|1
Denna implementering är mycket viktig för operatören, eftersom den är på väg att lansera sin Fast-to-Mobile konvergenstjänst i Brasilien, se Brasilien: 8 maj 2006:.|1
( ADP News ) - 27 januari 2009 - Finska industrimaskinföretaget Vaahto Group Ltd Oyj ( HEL : WAT1S ) sa idag att dess dotterbolag Vaahto Ltd kommer att minska 15 jobb i Finland .|0
Finska byggkoncernen Lemminkainen Oyj HEL: LEM1S sa idag att de har vunnit ett kontrakt för att tillhandahålla tekniska tjänster för köpcentret Nevsky Center som öppnas i november i St Petersburg, Ryssland.|2
`` Jag är inte säker på vad som händer.|1
Verksamheten kommer också att tillhandahålla tjänster relaterade till elhantering, såsom säkringsaffärer och riskhantering och rapportering.|1
Finska elektroniktillverkningstjänster EMS-företaget Elcoteq SE redovisade en nettoförlust på 66,4 miljoner euro 91,2 miljoner dollar för första halvåret 2007, jämfört med en nettovinst på 7,1 miljoner euro på 9,8 miljoner euro för samma period 2006.|0
Fortum funderar på att investera i flera nya produktionsenheter, inklusive en ny avfallseldad enhet vid Brista kraftvärmeverk (CHP) och en biobränslebaserad produktionsenhet vid Vartan kraftvärmeverk.|1
Presentationsmaterialet finns att se på företagets hemsida på engelska efter konferensen.|1
De operativa målen för företaget på medellång sikt är oförändrade.|1
Den finska varuhuskoncernen Stockmann planerar att förvärva cirka 141 miljoner euro genom en riktad emission och en nyemission.|1
Den omgjorda krosskretsen har varit i drift sedan början av september och dess totala produktionstakt på veckobasis är över i genomsnitt 40 000 ton per dag.|1
Förutom verifiering av identitet och digitala signaturer, gör det nya statligt godkända mobila ID-numret möjligt att rösta även i val.|1
Tiimaris försäljning minskade med 8 % till 11,8 miljoner euro, medan Gallerix-butikerna ökade med 29 % till 2 miljoner euro.|0
Technopolis har cirka 130 kundföretag i Jyväskylä.|1
Aspocomp Group, med huvudkontor i Helsingfors, Finland, utvecklar sammankopplingslösningar för elektronikindustrin.|1
Under tredje kvartalet ökade nettoomsättningen med 12 % jämfört med föregående år till 159,5 miljoner euro, eller med 6 % vid jämförbar valutatillväxt.|2
EBITDA var 116 miljoner euro jämfört med 115 miljoner euro , vilket motsvarar en EBITDA - marginal på 33 % .|2
Soliditeten var 60,9 % jämfört med 54,2 %. Under tredje kvartalet 2007 uppgick nettoomsättningen för Frozen Foods Business till 11,0 EUR, en ökning med cirka 5 % från tredje kvartalet 2006.|2
Tulikivi tillverkar värmebevarande eldstäder, täljstens- och keramiska eldstäder, samt naturstensprodukter och brukskeramik.|1
Den ryska gasjätten investerade ytterligare 46 miljoner litas i företaget i slutet av 2004 och äger nu 99,5 procent av aktiekapitalet, vilket uppgår till 86,936 miljoner litas.|1
Dessutom tillhandahålls en sjuårig historisk analys för dessa marknader.|1
Det innehar 38 procent av Outokumpus aktier och röster, men 2001 gav lagstiftare det tillstånd att minska andelen till 10 procent.|1
Förlusten före skatt uppgick till 162,3 miljoner euro jämfört med en vinst på 253,5 miljoner euro 2007 .|0
28 oktober 2010 - Den finska leverantören av träprodukter, Raute Oyj HEL: RUTAV sa idag att det svängde till en nettovinst på 3 miljoner euro för de första nio månaderna 2010 jämfört med en nettoförlust på 5,2 miljoner euro för samma period ett år tidigare.|2
Samtidigt säljer minoritetsaktieägare aktier nu, som förväntar sig att TeliaSonera ska behålla budet.|1
Indiens sju dagar långa Covid-19-genomsnitt på ny topp.|0
Skälen bakom uppskattningen är bland annat höjningen av 2008 års hyresnivåer och flera fullt uthyrda kontors- och butiksfastigheter som färdigställts och tillförts bolagets förvaltningsfastighetsportfölj.|1
Råvarupriserna har stigit kraftigt under det senaste året, delvis på grund av den snabba industrialiseringen av Kina, Indien och andra utvecklingsländer.|0
Det förslag som styrelsen kommer att lägga fram vid årsstämman bifogas i sin helhet till detta meddelande.|1
Nettointäkter från investeringar|1
Enligt åklagaren genomfördes aktieaffärerna efter att HK Ruokatalo gått vidare i förhandlingarna om förvärvet av Swedish Meats .|1
Enligt avtalet kommer Ponsse att tillhandahålla underhållstjänster för skogsmaskiner till Stora Ensos ryska virkesinköpsverksamhet.|1
Förutom Tulikivi Abp är han för närvarande styrelseledamot i följande bolag: Altia Abp, J+Ærvi-Suomen Portti Osuuskunta, Osuuskunta KPY, Profile Vehicles Oy och Voimatel Oy.|1
- Koncernens vinst före skatt var 0,2 7,8 miljoner euro.|1
Slutförandet av en sådan transaktion ägde rum idag.|1
Incap Corporation Börsmeddelande 29 april 2010 kl 13.00 INBJUDAN TILL EN NYHETSKONFERENS OM INCAPS DELÅRSRAPPORT Q1-2010 Incap kommer att publicera sin delårsrapport för januari-mars 2010 onsdagen den 5 maj 2010.|1
Under våren 2006 annullerades totalt 386 530 Optioner 2002 B.|1
Transaktionen förväntas vara slutförd i december 2009 .|1
ISO-certifieringen visar att vi går framåt i våra kvalitetsåtaganden gentemot våra kunder. &#39;|2
Sydamerika och Asien är andra lovande marknader.|1
Enligt en rapport från Neomarkka är Kuitu Finlands kunder intresserade av att köpa företagets produkter när det återstartar produktionen.|2
Rörelseförlusten uppgick till 4,0 miljoner euro jämfört med en vinst på 8,6 miljoner euro under andra kvartalet 2008.|0
Finska konsumenter föredrar att köpa det billigaste ölmärket.|1
Företaget beräknade initialt att det skulle minska upp till 30 jobb.|0
Konsumenter är nu allt mer intresserade av vad de kan göra med arvtagares telefoner.|1
Latinamerika står för närvarande för cirka 40 % av försäljningen hos den finska BSS-OSS och VAS-leverantören för telekomoperatörer Tecnotree, säger företagets vd och koncernchef Eero Mertano till BNamericas.|1
Teckningarna ökar Cargotecs aktiekapital med 36 780 euro.|2
För andra kvartalet 2010 uppgick koncernens resultat före skatt till 4,5 miljoner euro, jämfört med 3,9 miljoner euro, och nettovinsten var 3,2 miljoner euro, jämfört med 2,9 miljoner euro föregående år.|2
Alma Medias och Arena Partners tidningar kommer att ingå ett samarbetsavtal om att använda Almas marknadsplatstjänster i sina respektive regioner.|1
Xerox och Stora Enso har gått samman för att skräddarsy iGen3 för den kortsiktiga, on-demand-förpackningsmarknaden.|2
Samtidigt ökade företagets vinst med 10 % under första halvåret och nådde 79 000 Ls.|2
Rörelseresultatet under halvåret var 0,8 miljoner , en minskning från 0,9 miljoner då Glisten investerade i varumärket och ledningsgruppen .|0
Företaget sa att dess investeringar i de nya marknadsområdena resulterade i försäljningsökning i Sverige, Polen, Ryssland och Litauen.|2
Rörelseresultatet ökade med 145,1 % till 8,3 miljoner euro från 3,4 miljoner euro.|2
Villkoren för 2003 års optionsprogram offentliggjordes i ett börsmeddelande den 31 mars 2003 .|1
AHMS kommer också att erbjuda hotell- och hotellprojektrådgivning, managementtjänster, varumärkesfranchise, utbildning och försäljnings- och marknadsföringstjänster på pan-Indien-basis.|1
I samband med affären kommer Digia att anställa 19 personer från Nokia i Oslo och i Silicon Valley i USA.|1
De uppskattade synergifördelarna är minst 7 miljoner euro per år.|2
Finska Exel Composites, ett teknikföretag som designar, tillverkar och marknadsför kompositprofiler och rör för olika industriella applikationer, rapporterar att sin omsättning minskade med 0,6 % under andra kvartalet 2010 till 19,2 miljoner euro från 19,3 miljoner euro under motsvarande period i 2009 .|0
Uponor upprätthåller sin helårsguidning för 2010 .|1
Utmaningen för företaget är dock att hitta nya råvarukällor, säger Risto Rinne, vd för Neste Oil.|1
Den ekonomiska effekten beräknas vara cirka 1,5 MEUR årlig förbättring av divisionens resultat från och med räkenskapsåret 2007.|2
Det sa att Comptel levererar tillförlitliga provisionerings- och aktiveringslösningar som förbättrar uppfyllelseprocesser för operatörer.|1
Neste Oil utökade gårdagens uppgångar och ökade med 0,49 pct till 22,72 euro, medan Fortums kraftbolag minskade med 1,14 pct till 20,76 euro.|1
Destia Oy är ett finskt infrastruktur- och byggserviceföretag som bygger, underhåller och designar trafikleder, industri- och trafikmiljöer, men också kompletta boendemiljöer.|1
Under andra kvartalet 2010 minskade koncernens förlust före skatt till 400 000 EUR från 600 000 EUR.|2
Det genererade en rörelseförlust på 96,3 miljoner euro, en minskning från en vinst på 43,9 miljoner euro.|0
M. och en Master of Business Administration MBA.|1
Tekla tillhandahåller 3D-programvara för byggnads- och infrastrukturteknik, med fokus på byggnadsinformationsmodellering av stål- och betongkonstruktioner från design till konstruktion.|1
Rörelseresultatet för kvartalet april-juni 2006 uppgick till 182 ,2 miljoner euro vid en försäljning på 3 ,62 miljarder euro.|1
Den ekonomiska utvecklingen i Kina sker inte längre bara på östkusten och i Shanghaiområdet, säger Vauramo.|1
Enligt HK Ruokatalo kommer nästan allt kött som företaget använder från Finland.|1
Nastola, yxa 14 jobb 16 februari 2010 - Finska träproduktteknikföretaget Raute Oyj HEL: RUTAV sa idag att de kommer att överföra produktionen av sin fabrik i Jyväskylä till Nastola, södra Finland, som kommer att påverka 14 personer.|1
Invånarnas tillgång till kvarteret är planerad att ske från Aleksandri Street.|1
Det finns för närvarande ett tiotal butiker som säljer Tikkurilas färger i Kazakstan och fler butiker kommer att öppnas kontinuerligt.|1
Den årliga examenstävlingen syftar till att höja examensarbetets kvalitet och stärka examenskulturen inom yrkeshögskolorna.|2
Finlands Poyry Energy har vunnit ett kontrakt för att ge råd till byggare av ett nytt kraftvärmeverk i Litauens näst största stad Kaunas och för att övervaka byggprocessen.|2
Tack vare den multiplicerande effekten av vagnens prestanda blir transporterna mycket effektivare, säger utvecklingschef Juha Malkia från VR Cargo.|2
Den finska leverantören av VVS- och värmesystem Uponor tillkännagav ett företagsomfattande kostnadsminskningsprogram i augusti 2008.|1
Toshibas vd tappar stöd bland anställda, visar enkäten.|0
Den andra varianten erbjuder komplett slutbehandling av valfri lägenhet med utländska material av hög kvalitet (Finland, Danmark, Tyskland, Frankrike).|1
Första kvartalets underliggande rörelseresultat steg till 41 miljoner euro från 33 miljoner ett år tidigare.|2
Vindkraftparken på 5 000 megawatt som planeras i Brahestad skulle byggas till havs framför Ruukkis Brahestads verk.|1
Avtalet omfattar applikationsunderhåll och supporttjänster.|1
Patrick Jeambar kommer även fortsättningsvis att vara ansvarig för Ahlstrom Corporations HSEA-funktioner för innovation och hälsa, säkerhet och miljö.|1
Kategorin kylda köttprodukter ledde marknaden för kött, fisk och fjäderfä i Finland med en andel på 31,4 %.|1
Vid utgången av rapportperioden uppgick Nordic Aluminiums orderstock till 8,77 miljoner euro jämfört med 7,04 euro 2005.|2
Technopolis teknologicentra förser sina kunder med moderna högklassiga lokaler.|1
Kategorien präglades av mognad och lågkonjunktur.|1
Fiskars kommer att genomföra samhällsprojekt i hela Storbritannien och de är också på jakt efter lokala volontärer som är intresserade av att hjälpa till med de utvalda restaureringsprojekten.|1
För att se ett bildspel med alla de senaste produktsläppen från Fiskars.|1
Det finska rederiet Finnlines förlust före skatt uppgick till 6,5 miljoner euro under tredje kvartalet 2009, jämfört med en vinst på 0,3 miljoner euro tredje kvartalet 2008.|0
Det finstilta är här .|1
&quot;Vi är nöjda med flytten&quot;, säger Morna Cowie, delägare, ovan, &quot;den är dubbelt så stor som vår nuvarande butik och har en härlig känsla. &#39;&#39;|2
Inga ekonomiska uppgifter fanns tillgängliga.|1
Övriga detaljer lämnades inte.|1
